,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,generic_name,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,NCTid_1,NCTid_2,NCTid_3,NCTid_4,NCTid_5,NCTid_6,,
,Zubsolv,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Zubsolv (buprenorphine and naloxone) is a sublingual partial opioid agonist indicated for the maintenance treatment of opioid dependence. ,Orexo AB,Opiate Dependence,3-Jul-13,7/3/13,buprenorphine and naloxone,New Formulation or New Manufacturer,0,,,,,,,,,,,
,Brisdelle,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Brisdelle (paroxetine mesylate) is a low-doseselective serotonin reuptake inhibitor(SSRI) indicated for the treatment of moderate to severe vasomotor symptoms associated with menopause.","Noven Pharmaceuticals, Inc.",Hot Flashes Associated with Menopause,28-Jun-13,6/28/13,paroxetine mesylate,Dosage,0,,,,,,,,,,,
1,Rixubis,,TRUE,,,,,,,,,,,,,"Rixubis (coagulation factor IX, recombinant) is an antihemophilic factor indicated for the control and prevention of bleeding episodes in adults with hemophilia B.",Baxter International Inc.,Hemophilia B,26-Jun-13,6/26/13,"coagulation factor IX, recombinant",No,73,73,0,0,,,,,,,,
,Bloxiverz,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,Bloxiverz (neostigmine methylsulfate) is a cholinesterase inhibitor used for the reversal of the effects of non-depolarizing neuromuscular blocking agents after surgery.,Flamel Technologies,Reversal of Nondepolarizing Muscle Relaxants,31-May-13,5/31/13,neostigmine methylsulfate,New Formulation or New Manufacturer,0,,,,,,,,,,,
,Jantoven,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Jantoven (warfarin) is an anticoagulant used to prevent heart attacks, strokes, and blood clots in veins and arteries. Jantoven is therapeutically equivalent to Coumadin.",Upsher-Smith,Thromboembolic Stroke Prophylaxis,2-Oct-03,10/2/03,warfarin,,,,,,,,,,,,,
,Radiogardase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Radiogardase (prussian blue) is used to treat people who have been contaminated with radioactive cesium or thallium, or non-radioactive thallium.",HEYL Chemisch-pharmazeutische Fabrik GmbH,Radiation Emergency,2-Oct-03,10/2/03,prussian blue,,,,,,,,,,,,,
,Estrasorb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estrasorb is a topical estradiol emulsion approved for short-termuse to reduce moderate to severe vasomotor symptoms (commonly knownas ""hot flashes"") in menopausal women.",Novovax,Postmenopausal Symptoms,9-Oct-03,10/9/03,"commonly knownas ""hot flashes""",,,,,,,,,,,,,
,Namenda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Namenda is a low to moderateaffinity NMDA (N-methyl-D-aspartate) receptor antagonist indicated for treatment of moderate to severe dementia of the Alzheimeräó»s type.","Allergan, Inc.",Alzheimer's Disease,16-Oct-03,10/16/03,N-methyl-D-aspartate,,,,,,,,,,,,,
,Elestat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Elestat (epinastine) is topical H1-receptor antagonist used for the prevention of itching associated withallergic conjunctivitis.","Allergan, Inc.",Allergic Conjunctivitis,16-Oct-03,10/16/03,epinastine,,,,,,,,,,,,,
,Lexiva,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Lexiva (fosamprenavir) is a protease inhibitor (PI) for the treatment of HIVinfection in adults in combination with other antiretroviralmedications. Lexiva offers flexible dosing with no food or water restrictions.",ViiV Healthcare,HIV Infection,20-Oct-03,10/20/03,fosamprenavir,,,,,,,,,,,,,
,Raptiva,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Raptiva (efalizumab) is a monoclonal antibody indicated for the treatment of adult patients with chronic moderate to severe plaque psoriasis.,Genentech Inc.,Psoriasis,27-Oct-03,10/27/03,efalizumab,,,,,,,,,,,,,
,TriCor,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TriCor (fenofibrate tablets) is a lipid regulating agent indicated for the treatment of hypercholesterolemia and hypertriglyceridemia.,Abbott Laboratories,"Hyperlipoproteinemia Type IIa (Elevated LDL), Hyperlipoproteinemia Type IIb (Elevated LDL + VLDL), Hyperlipoproteinemia, Hyperlipoproteinemia Type IV (Elevated VLDL), Hyperlipoproteinemia Type V (Elevated Chylomicrons + VLDL), Hypertriglyceridemia",5-Nov-04,11/5/04,fenofibrate tablets,,,,,,,,,,,,,
,Omacor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omacor (omega-3 polyunsaturated fatty acids)  is indicated as an adjunct to diet for the reduction of triglycerides in adult patients with very high triglyceride levels.,"Reliant Pharmaceuticals, Inc.",Hypertriglyceridemia,10-Nov-04,11/10/04,omega-3 polyunsaturated fatty acids,,,,,,,,,,,,,
,Tarceva,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tarceva (erlotinib) is a kinase inhibitor indicated for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) and for the treatment of patients with locally advanced, unresectable or metastatic pancreatic cancer, in combination with gemcitabine.",OSI/Genentech,"Non-Small Cell Lung Cancer, Pancreatic Cancer",18-Nov-04,11/18/04,erlotinib,,,,,,,,,,,,,
,VESIcare,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VESIcare (solifenacin) is a muscarinic receptor antagonist treatment of overactive bladder with symptoms of urge urinary incontinence, urgency, and urinary frequency.",Yamanouchi / GlaxoSmithKline,Overactive Bladder,19-Nov-04,11/19/04,solifenacin,,,,,,,,,,,,,
,Tysabri,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Tysabri (natalizumab) is a recombinant humanized IgG4‘_ monoclonal antibody for the treatment of multiple sclerosis and Crohn's disease.,"Biogen Idec / Elan Corporation, plc","Multiple Sclerosis, Crohn's Disease -- Maintenance",23-Nov-04,11/23/04,natalizumab,,,,,,,,,,,,,
,Combunox,NA,NA,TRUE,NA,TRUE,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA,"Combunox (ibuprofen and oxycodone hydrochloride) is a nonsteroidal anti-inflammatory drug (NSAID) and opioid combination indicated for the short-term management of acute, moderate to severe pain.","Forest Laboratories, Inc.",Pain,26-Nov-04,11/26/04,ibuprofen and oxycodone hydrochloride,,,,,,,,,,,,,
,Antara,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antara (fenofibrate) is a lipid-lowering agent approved as adjunctive therapy to diet for the treatment of elevated levels of cholesterol and triglycerides.,"Reliant Pharmaceuticals, Inc.","Hypertriglyceridemia, Heterozygous Familial Hypercholesterolemia",30-Nov-04,11/30/04,fenofibrate,,,,,,,,,,,,,
,Clindesse,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Clindesse (clindamycin) Vaginal Cream is a single-dose topical antibiotictherapy indicated to treat bacterial vaginosis.",KV Pharmaceutical Company,Bacterial Vaginosis,30-Nov-04,11/30/04,clindamycin,,,,,,,,,,,,,
,Captique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Captique is a non-animal stabilized hyaluronic acid dermal fillerindicated for the correction of moderate to severe facial wrinkles.",Inamed Corp / Genzyme Corp,Wrinkle Correction,12-Nov-04,11/12/04,NA,,,,,,,,,,,,,
,Hylenex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hylenex recombinant is a purified preparation of the enzymerecombinant human hyaluronidase, indicated for use as an adjuvantagent to increase the absorption and dispersion of other injecteddrugs, for hypodermoclysis, and as an adjunct in subcutaneousurography for improving resorption of radiopaque agents.",Halozyme Therapeutics/Baxter Healthcare Corporation,Adjuvant Agent to Enhance Drug Delivery,2-Dec-05,12/2/05,NA,,,,,,,,,,,,,
,iPlex,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,iPlex (mecasermin rinfabate) is the human recombinant of the naturally occurring protein complex of insulin-like growth factor-I (IGF-1) and insulin-like growth factor binding protein-3 (IGFBP-3). iPlex is indicated for the treatment of growth failure in children with severe primary IGF-1 deficiency (Primary IGFD) or with growth hormone (GH) gene deletion who have developed neutralizing antibodies to GH.,Insmed Incorporated,Primary IGF-1 Deficiency,12-Dec-05,12/12/05,mecasermin rinfabate,,,,,,,,,,,,,
,Nexavar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nexavar (sorafenib) is an oral multi-kinase inhibitor indicated for thetreatment of hepatocellular carcinoma, renal cell carcinoma, and thyroid carcinoma.",Bayer Pharmaceuticals Corporation,"Renal Cell Carcinoma, Hepatocellular Carcinoma, Thyroid Cancer",20-Dec-05,12/20/05,sorafenib,,,,,,,,,,,,,
,Orencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Orencia (abatacept) is a selective T cell costimulation modulator indicated for the treatment of rheumatoid arthritis, juvenile idiopathic arthritis and psoriatic arthritis.",Bristol-Myers Squibb Company,"Rheumatoid Arthritis, Juvenile Idiopathic Arthritis, Psoriatic Arthritis",23-Dec-05,12/23/05,abatacept,,,,,,,,,,,,,
,Revlimid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Revlimid (lenalidomide) is a thalidomide analogue indicated for the treatment of adultpatients with:",Celgene Corporation,"Myelodysplastic Syndrome, Multiple Myeloma, Lymphoma, Follicular Lymphoma",27-Dec-05,12/27/05,lenalidomide,,,,,,,,,,,,,
,Vaprisol,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vaprisol (conivaptan hydrochloride injection) is an arginine vasopressin antagonist for the treatment of euvolemic and hypervolemic hyponatremia in hospitalized patients.,"Astellas Pharma US, Inc.",Hyponatremia,29-Dec-05,12/29/05,conivaptan hydrochloride injection,,,,,,,,,,,,,
,Vivaglobin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vivaglobin is a pasteurized, polyvalent human normal immunoglobulin for subcutaneous infusion indicated for the treatment of patients with primary immune deficiency (PID).",ZLB Behring,Primary Immunodeficiency Syndrome,9-Jan-06,1/9/06,PID,,,,,,,,,,,,,
,Taclonex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taclonex is a topical ointment containing a combination of calcipotriene and betamethasone for the treatment of psoriasis vulgaris in adults.,LEO Pharma ,Psoriasis,9-Jan-06,1/9/06,NA,,,,,,,,,,,,,
,Sutent,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Sutent (sunitinib malate) is an oral multi-kinase inhibitor indicated for the treatment of gastrointestinal stromal tumors, advanced renal cell carcinoma (RCC), adjuvant treatment of patients at high risk of recurrent RCC following nephrectomy, and the treatment of pancreatic neuroendocrine tumors.",Pfizer Inc.,"Gastrointestinal Stromal Tumor, Renal Cell Carcinoma, Pancreatic Cancer",26-Jan-06,1/26/06,sunitinib malate,,,,,,,,,,,,,
,Ranexa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ranexa (ranolazine) is an antianginal and anti-ischemic agent indicated for the treatment of chronic angina.,"CV Therapeutics, Inc.",Angina Pectoris,27-Jan-06,1/27/06,ranolazine,,,,,,,,,,,,,
,Exubera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exubera is a rapid-acting, dry powder human insulin inhalation indicated for the treatment of adult patients with diabetes mellitus, either as monotherapy, or in combination with oral agents or longer-acting insulins.",Pfizer Inc.,"Diabetes Type 1, Diabetes Type 2",27-Jan-06,1/27/06,NA,,,,,,,,,,,,,
,HepaGam B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HepaGam B is hepatitis B immune globulin (human), a purified antibody or hyperimmune that is specific for the hepatitis B virus. HepaGam B is indicated for treatment following acute exposure to hepatitis B virus.",Cangene,Exposure to Hepatitis B Virus,30-Jan-06,1/30/06,human,,,,,,,,,,,,,
,Amitiza,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amitiza (lubiprostone) is a selective chloride channel activator for the treatment of chronic idiopathic constipation and opioid-induced constipation in adults, and irritable bowel syndrome with constipation in adult women.","Sucampo Pharmaceuticals, Inc.","Chronic Idiopathic Constipation, Opioid-Induced Constipation, Irritable Bowel Syndrome with Constipation",31-Jan-06,1/31/06,lubiprostone,,,,,,,,,,,,,
,Amrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Vyvanse (lisdexamfetamine dimesylate) is an amphetamine derivative prodrug administered once-daily for the treatment of attention deficit hyperactivity disorder (ADHD) and binge-eating disorder.,ECR Pharmaceuticals,Muscle Spasm,1-Feb-07,2/1/07,lisdexamfetamine dimesylate,,,,,,,,,,,,,
,Alli,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Vyvanse (lisdexamfetamine dimesylate) is an amphetamine derivative prodrug administered once-daily for the treatment of attention deficit hyperactivity disorder (ADHD) and binge-eating disorder.,GlaxoSmithKline Consumer Healthcare,Weight Loss,7-Feb-07,2/7/07,lisdexamfetamine dimesylate,,,,,,,,,,,,,
,Vyvanse,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Vyvanse (lisdexamfetamine dimesylate) is an amphetamine derivative prodrug administered once-daily for the treatment of attention deficit hyperactivity disorder (ADHD) and binge-eating disorder.,Shire plc,Attention Deficit Disorder,23-Feb-07,2/23/07,lisdexamfetamine dimesylate,,,,,,,,,,,,,
,Fusilev,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fusilev (levoleucovorin calcium) is a folate analog indicated for rescue after high-dose methotrexate therapy in osteosarcoma, diminishing the toxicity and counteracting the effects of impaired methotrexate elimination and of inadvertent overdosage of folic acid antagonists, and for use in combination chemotherapy with 5-fluorouracil in the palliative treatment of patients with advanced metastatic colorectal cancer.","Spectrum Pharmaceuticals, Inc.","Methotrexate Rescue, Folic Acid Antagonist Overdose, Colorectal Cancer",7-Mar-08,3/7/08,levoleucovorin calcium,,,,,,,,,,,,,
,Artiss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artiss (fibrin sealant (human)) is a slow-setting fibrin sealant indicated for use inadhering skin grafts in adult and pediatric burn patients and fortissue adherence in facial rhytidectomy (face-lift) surgery.",Baxter Healthcare Corporation,Burns - External,19-Mar-08,3/19/08,human,,,,,,,,,,,,,
,Treanda,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Treanda (bendamustine) is a purine alkylatorhybrid chemotherapy agent indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) and relapsed indolent non-Hodgkin's lymphoma.","Cephalon, Inc.","Chronic Lymphocytic Leukemia, non-Hodgkin's Lymphoma",20-Mar-08,3/20/08,bendamustine,,,,,,,,,,,,,
,Coartem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Coartem (artemether and lumefantrine) is an artemisinin-based combination treatment for the treatment of malaria.,Novartis,Malaria,7-Apr-09,4/7/09,artemether and lumefantrine,,,,,,,,,,,,,
,Ulesfia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Ulesfia (benzyl alcohol) Lotion is a non-toxic, insecticide-free head lice treatment which prevents lice from closing their spiracles (sophisticated breathing apparatus) thereby killing the lice by asphyxiation.","Sciele Pharma, Inc.",Lice,9-Apr-09,4/9/09,benzyl alcohol,,,,,,,,,,,,,
,Simponi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Simponi (golimumab) is a human anti-tumor necrosis factor (TNF)-alpha monoclonal antibody for the treatment of rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis and ulcerative colitis.","Centocor, Inc.","Rheumatoid Arthritis, Psoriatic Arthritis, Ankylosing Spondylitis, Ulcerative Colitis",24-Apr-09,4/24/09,golimumab,,,,,,,,,,,,,
,Dysport,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dysport (abobotulinumtoxinA) is an acetylcholine release inhibitor and neuromuscular blocking agent indicated for the treatment of cervical dystonia, for the temporary improvement in the appearance of moderate to severe glabellar lines, for the treatment of spasticity in adults, and the treatment of lower limb spasticity in pediatric patients.",Medicis and Ipsen,"Cervical Dystonia, Glabellar Lines, Upper Limb Spasticity",29-Apr-09,4/29/09,abobotulinumtoxinA,,,,,,,,,,,,,
,Exforge HCT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exforge HCT is a combination of the calcium channel blocker amlodipine, the angiotensin receptor blocker valsartan, and the diuretic hydrochlorothiazide indicated for the once-daily combination treatment of hypertension.",Novartis AG,Hypertension,30-Apr-09,4/30/09,NA,,,,,,,,,,,,,
,Creon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Creon (pancrelipase) is a combination of porcine-derived lipases, proteases, and amylases indicated for the treatment of exocrine pancreatic insufficiency due to cystic fibrosis, chronic pancreatitis, pancreatectomy, or other conditions. ","Solvay Pharmaceuticals, Inc.",Pancreatic Exocrine Dysfunction,30-Apr-09,4/30/09,pancrelipase,,,,,,,,,,,,,
1,Tafinlar,,,,,,,,TRUE,,,,,,,Tafinlar (dabrafenib) is a kinase inhibitor indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test.,GlaxoSmithKline,"Melanoma -- Metastatic, Non-Small Cell Lung Cancer, Thyroid Cancer",29-May-13,5/29/13,dabrafenib,No,389,326,0,63,,,,,,,,
1,Mekinist,,,,,,,,TRUE,,,,,,,Mekinist (trametinib) is a kinase inhibitor indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test.,GlaxoSmithKline,"Melanoma -- Metastatic, Non-Small Cell Lung Cancer, Thyroid Cancer",29-May-13,5/29/13,trametinib,No,322,214,0,108,,,,,,,,
1,Xofigo,,,,,,,,TRUE,,,,,,,Xofigo (radium 223 dichloride) is an alpha particle-emitting radioactive therapeutic agent indicated for the treatment of patients with castration-resistant prostate cancer.,Bayer HealthCare Pharmaceuticals Inc.,Prostate Cancer,15-May-13,5/15/13,radium 223 dichloride,No,921,614,307,0,,,,,,,,
2,Breo Ellipta,,,,TRUE,,,,,,,,TRUE,,,Breo Ellipta (fluticasone and vilanterol) is a once-a-day inhaled corticosteroid/long-acting beta2 agonist (LABA) combination indicated for the treatment of patients with chronic obstructive pulmonary disease (COPD) and asthma.,"GlaxoSmithKline plc (GSK) and Theravance, Inc.","Chronic Obstructive Pulmonary Disease, Asthma",10-May-13,5/10/13,fluticasone and vilanterol,No,5106,794,395,3917,,,,,,,,
,Nymalize,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Nymalize (nimodipine) is a calcium channel blocker indicated to improve neurological outcome following subarachnoid hemorrhage.,Arbor Pharmaceuticals,Subarachnoid Hemorrhage,10-May-13,5/10/13,nimodipine,New dosage,0,,,,,,,,,,,
,Liptruzet,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Liptruzet (atorvastatin and ezetimibe) is a statin (HMG-CoA reductase inhibitor) and cholesterol absorption inhibitor combination indicated for the treatment of hyperlipidemia.,Merck,Heterozygous Familial Hypercholesterolemia,3-May-13,5/3/13,atorvastatin and ezetimibe,New Active Ingredient and Type 4 New Combination,0,,,,,,,,,,,
,Procysbi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Procysbi (cysteamine bitartrate) is a cystine depleting agent indicated for the treatment of nephropathic cystinosis.,Raptor Pharmaceutical Corp.,Nephropathic Cystinosis,30-Apr-13,4/30/13,cysteamine bitartrate,New Formulation or New Manufacturer,0,,,,,,,,,,,
1,Kcentra,,TRUE,,,,,,,,,,,,,,CSL Behring,Reversal of Vitamin K Antagonist (VKA) Anticoagulation,29-Apr-13,4/29/13,NA,Blood,202,98,0,104,,,,,,,,
,Simbrinza,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Simbrinza (brimonidine and brinzolamide) is a fixed combination of an alpha 2 adrenergic receptor agonist and a carbonic anhydrase inhibitor indicated for the reduction of elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,Alcon,Glaucoma,19-Apr-13,4/19/13,brimonidine and brinzolamide,New combo,0,,,,,,,,,,,
,Sitavig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sitavig (acyclovir) is a mucoadhesive buccal tablet formulation of the antiviral drug acyclovir indicated for the treatment of recurrent orofacial herpes (cold sores).,BioAlliance Pharma SA,Herpes Simplex Labialis,12-Apr-13,4/12/13,acyclovir,New dosage,0,,,,,,,,,,,
,Diclegis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,"Diclegis (doxylamine and pyridoxine) is an antihistamine and vitamin B6 analog combination indicated for the treatment of nausea and vomiting of pregnancy in womenwho do not respond to conservative management.",Duchesnay Inc.,Nausea and Vomiting of Pregnancy,8-Apr-13,4/8/13,doxylamine and pyridoxine,New Formulation or New Manufacturer,0,,,,,,,,,,,
,Prolensa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Prolensa (bromfenac ophthalmic solution) isa topical nonsteroidal anti-inflammatory indicated for the treatment of postoperative inflammation and reduction of ocular pain in patients who have undergone cataract surgery.",Bausch + Lomb,Postoperative Ocular Inflammation,5-Apr-13,4/5/13,bromfenac ophthalmic solution,New formulation or New Manufacturer,0,,,,,,,,,,,
1,Invokana,TRUE,,,,,,,,,,,,,,Invokana (canagliflozin) is a selective sodium glucose co-transporter 2 (SGLT2) inhibitor indicated:,"Janssen Research & Development, LLC","Diabetes Type 2, Cardiovascular Risk Reduction, Diabetic Nephropathy",29-Mar-13,3/29/13,canagliflozin,No,6236,4165,1211,860,,,,,,,,
,Quartette,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quartette (levonorgestrel/ethinyl estradiol and ethinyl estradiol) is a 91-day extended regimen oral contraceptive indicated for the prevention of pregnancy.,"Teva Branded Pharmaceutical Products R&D, Inc.",Contraception,28-Mar-13,3/28/13,levonorgestrel/ethinyl estradiol and ethinyl estradiol,New Formulation or New Manufacturer,0,,,,,,,,,,,
,Karbinal ER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Karbinal ER (carbinoxamine maleate) extended-release oral suspension is an H1 receptor antagonist indicated for the symptomatic treatment of seasonal and perennial allergic rhinitis.,"Tris Pharma, Inc.","Allergic Conjunctivitis, Allergic Reaction, Allergic Rhinitis, Allergic Urticaria",28-Mar-13,3/28/13,carbinoxamine maleate,New dosage,0,,,,,,,,,,,
1,Tecfidera,,,,,,,,TRUE,,,,,,,Tecfidera (dimethyl fumarate) is an oral Nrf2 pathway activator for the treatment of relapsing forms of multiple sclerosis.,Biogen Idec,Multiple Sclerosis,27-Mar-13,3/27/13,dimethyl fumarate,No,1540,769,771,0,,,,,,,,
,TOBI Podhaler,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,"TOBI Podhaler (tobramycin  inhalation powder) is an antibacterial aminoglycoside indicated for the management of cystic fibrosis patients with Pseudomonas aeruginosa.",Novartis Pharmaceuticals Corporation,Cystic Fibrosis,22-Mar-13,3/22/13,tobramycin inhalation powder,New dosage,0,,,,,,,,,,,
,Dotarem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dotarem (gadoterate meglumine) is a gadolinium-based contrast agent indicated for use in magnetic resonance imaging (MRI).,Guerbet,Diagnostic,20-Mar-13,3/20/13,gadoterate meglumine,Diagnostic,0,,,,,,,,,,,
0,Lymphoseek,,,,,,,,,,,,,,,"Lymphoseek (technetium Tc 99m tilmanocept) Injection is a radioactive diagnostic agent indicated for lymphatic mapping in patients with breast cancer or melanoma, and for guiding sentinel lymph node biopsy in patients with squamous cell carcinoma of the oral cavity.",Navidea Biopharmaceuticals,Diagnostic,13-Mar-13,3/13/13,technetium Tc 99m tilmanocept,Diagnostic,0,,,,,,,,,,,
,Abilify Maintena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Abilify Maintena (aripiprazole) is an atypical antipsychotic indicated for the treatment of schizophrenia, and maintenance monotherapy treatment of bipolar I disorder.","Otsuka Pharmaceutical Co., Ltd. and H. Lundbeck A/S","Schizophrenia, Bipolar Disorder",28-Feb-13,2/28/13,aripiprazole,New dosage,0,,,,,,,,,,,
1,Osphena,,,,,TRUE,,,,,,,,,,"Osphena (ospemifene) is an estrogen agonist/antagonist indicated for the treatment of symptoms of vulvar and vaginal atrophy due to menopause, including severe dyspareunia and moderate to severe vaginal dryness.",Duchesnay Inc.,"Dyspareunia, Atrophic Vaginitis",26-Feb-13,2/26/13,ospemifene,No,2180,1384,796,0,,,,,,,,
1,Kadcyla,,,,,,,,TRUE,,,,,,,"Kadcyla (ado-trastuzumab emtansine) is a HER2-targeted antibody and microtubule inhibitor conjugate indicated for the treatment of patients with HER2-positive, metastatic breast cancer.","Genentech, Inc.",Breast Cancer,22-Feb-13,2/22/13,ado-trastuzumab emtansine,No,991,495,0,496,,,,,,,,
,Vituz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vituz (chlorpheniramine and hydrocodone) Oral Solution is an antihistamine/antitussive combination indicated for the relief of cough and symptoms associated with upper respiratory allergies or a common cold.,"Hawthorn Pharmaceuticals, Inc.","Cough, Cold Symptoms",20-Feb-13,2/20/13,chlorpheniramine and hydrocodone,New dosage,0,,,,,,,,,,,
