checked?,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,,generic_name,generic_name_fw,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,trial_name,,NCTid,,Accelerated?
,Zecuity,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Zecuity (sumatriptan iontophoretic transdermal system) is a serotonin (5HT) 1b/1d receptor agonist (triptan) indicated for the acute treatment of migraine.,NuPathe Inc.,Migraine,17-Jan-13,1/17/13,Zecuity,sumatriptan iontophoretic transdermal system,sumatriptan,,,,,,,,,,
,Flublok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FluBlok (influenza vaccine, recombinant hemagglutinin) is an influenza vaccine indicated for active immunization against seasonal influenza in adults 18 years of age and older .",Protein Sciences Corp.,Influenza Prophylaxis,16-Jan-13,1/16/13,Flublok,"influenza vaccine, recombinant hemagglutinin",influenza,,,,,,,,,,
,Uceris,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Uceris (budesonide) is a glucocorticosteroid indicated for the induction of remission in patients with active, mild to moderate ulcerative colitis. ","Santarus, Inc.",Ulcerative Colitis,14-Jan-13,1/14/13,Uceris,budesonide,budesonide,,,,,,,,,,
,Skyla,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Skyla (levonorgestrel) is a progestin-containing intrauterine system (IUS) indicated for prevention of pregnancy for up to three years. ,Bayer HealthCare Pharmaceuticals Inc.,Contraception,9-Jan-13,1/9/13,Skyla,levonorgestrel,levonorgestrel,,,,,,,,,,
,Mytesi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mytesi (crofelemer) is a proanthocyanidin oligomer indicated to relieve symptoms of diarrhea in HIV/AIDS patients taking antiretroviral therapy.,"Napo Pharmaceuticals, Inc.",Diarrhea,31-Dec-12,12/31/12,Mytesi,crofelemer,crofelemer,,,,,,,,,,
,Sirturo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sirturo (bedaquiline) is an oral diarylquinoline antimycobacterial drug indicated for the treatment of pulmonary multi-drug resistant tuberculosis.,"Janssen Research & Development, LLC",Tuberculosis -- Resistant,28-Dec-12,12/28/12,Sirturo,bedaquiline,bedaquiline,,,,,,,,,,
,Bivigam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivigam is an immune globulin intravenous (human) indicated for the treatment of primary humoral immunodeficiency.,"Alexza Pharmaceuticals, Inc.","Agitation, Schizophrenia, Bipolar Disorder",21-Dec-12,12/21/12,Bivigam,human,human,,,,,,,,,,
,Gattex,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Gattex (teduglutide) is a recombinant analog of human glucagon-like peptide 2 for the treatment of short bowel syndrome in adults and pediatric patients one year of age and older.,Biotest Pharmaceuticals Corporation,Primary Immunodeficiency Syndrome,21-Dec-12,12/21/12,Gattex,teduglutide,teduglutide,,,,,,,,,,
,VariZIG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VariZIG is a varicella zoster immune globulin (human) intended to reduce the severity of chickenpox (varicella) infections in high risk individuals.,"NPS Pharmaceuticals, Inc.",Short Bowel Syndrome,21-Dec-12,12/21/12,VariZIG,human,human,,,,,,,,,,
,Eliquis,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eliquis (apixaban) is a factor Xa inhibitor anticoagulant indicated to reduce the risk of stroke and systemic embolism in patients with nonvalvular atrial fibrillation, and for the prophylaxis of deep vein thrombosis (DVT) in patients who have undergone hip or knee replacement surgery. ",Aegerion Pharmaceuticals Inc.,Homozygous Familial Hypercholesterolemia,21-Dec-12,12/21/12,Eliquis,apixaban,apixaban,,,,,,,,,,
,Juxtapid,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Juxtapid (lomitapide) is a microsomal triglyceride transfer protein inhibitor indicated for the treatment of patients with homozygous familial hypercholesterolemia.,Cangene Corporation,Varicella-Zoster,20-Dec-12,12/20/12,Juxtapid,lomitapide,lomitapide,,,,,,,,,,
,Iclusig,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Iclusig (ponatinib) is a kinase inhibitor  for the treatment of chronic myeloid leukemia (CML) and Philadelphia-chromosome positive acute lymphoblastic leukemia (Ph+ ALL).,"Ariad Pharmaceuticals, Inc.","Chronic Myelogenous Leukemia, Acute Lymphoblastic Leukemia",14-Dec-12,12/14/12,Iclusig,ponatinib,ponatinib,,,,,,,,,,
,Signifor,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Signifor (pasireotide) is a multireceptor targeting somatostatin analog for the treatment of patients with Cushing's disease.,GlaxoSmithKline,Inhalation Bacillus anthracis,14-Dec-12,12/14/12,Signifor,pasireotide,pasireotide,,,,,,,,,,
,Adasuve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Adasuve (loxapine) is a typical antipsychotic indicated for the acute treatment of agitation associated with schizophrenia or bipolar I disorder in adults.,Novartis Pharmaceuticals Corporation,Cushing's Syndrome,14-Dec-12,12/14/12,Adasuve,loxapine,loxapine,,,,,,,,,,
,Evarrest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evarrest (fibrin sealant patch) is indicated for use with manual compression as an adjunct to hemostasis for problematic soft tissue bleeding during surgery.,"Ethicon, Inc.",Bleeding,5-Dec-12,12/5/12,Evarrest,fibrin sealant patch,fibrin,,,,,,,,,,
,Cometriq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cometriq (cabozantinib) is a kinase inhibitor indicated for the treatment of patients with progressive, metastatic medullary thyroid cancer.","Exelixis, Inc.",Thyroid Cancer,29-Nov-12,11/29/12,Cometriq,cabozantinib,cabozantinib,,,,,,,,,,
,Flucelvax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flucelvax (influenza virus vaccine) is an inactivated vaccine indicated for active immunization for the prevention of influenza.,Novartis,Influenza Prophylaxis,20-Nov-12,11/20/12,Flucelvax,influenza virus vaccine,influenza,,,,,,,,,,
,Xeljanz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Xeljanz (tofacitinib) is an oral Janus kinase (JAK) inhibitor for the treatment of adult patients with moderately to severely active rheumatoid arthritis, active psoriatic arthritis, and moderately to severely active ulcerative colitis.",Pfizer Inc.,"Rheumatoid Arthritis, Psoriatic Arthritis, Ulcerative Colitis",6-Nov-12,11/6/12,Xeljanz,tofacitinib,tofacitinib,,,,,,,,,,
,Synribo,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Synribo (omacetaxine mepesuccinate) is a first-in-class small molecule drug for the treatment of adult patients with chronic or accelerated phase chronic myeloid leukemia.,Teva Pharmaceuticals,Chronic Myelogenous Leukemia,26-Oct-12,10/26/12,Synribo,omacetaxine mepesuccinate,omacetaxine,,,,,,,,,,
,Fycompa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fycompa (perampanel) is a non-competitive AMPA glutamate receptor antagonist indicated for the treatment of partial-onset seizures, and as adjunctive therapy in the treatment of primary generalized tonic-clonic (PGTC) seizures in patients with epilepsy.",Eisai Inc.,"Epilepsy, Seizures",22-Oct-12,10/22/12,Fycompa,perampanel,perampanel,,,,,,,,,,
,Jetrea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Jetrea (ocriplasmin) is a proteolytic enzyme indicated for the treatment of symptomatic vitreomacular adhesion.,ThromboGenics NV,Vitreomacular Adhesion,17-Oct-12,10/17/12,Jetrea,ocriplasmin,ocriplasmin,,,,,,,,,,
,Cystaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cystaran (cysteamine cysteamine ophthalmic solution) is a  cystine-depleting agent indicated for the treatment of corneal cystine crystal accumulation in patients with cystinosis. ,"Sigma-Tau Pharmaceuticals, Inc. ",Cystinosis,2-Oct-12,10/2/12,Cystaran,cysteamine cysteamine ophthalmic solution,cysteamine,,,,,,,,,,
,Stivarga,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Stivarga (regorafenib) is an oral multi-kinase inhibitor for the treatment ofpatients with metastatic colorectal cancer, gastrointestinal stromal tumors, and hepatocellular carcinoma.",Bayer HealthCare Pharmaceuticals Inc.,"Colorectal Cancer, Gastrointestinal Stromal Tumor, Hepatocellular Carcinoma",27-Sep-12,9/27/12,Stivarga,regorafenib,regorafenib,,,,,,,,,,
,Quillivant XR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Quillivant XR (methylphenidate) is a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD).,"NextWave Pharmaceuticals, Inc.",Attention Deficit Disorder,27-Sep-12,9/27/12,Quillivant XR,methylphenidate,methylphenidate,,,,,,,,,,
,Aubagio,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aubagio (teriflunomide) is an oral pyrimidine synthesis inhibitor indicated for the treatment of patients with relapsing forms of multiple sclerosis.,Sanofi,Multiple Sclerosis,12-Sep-12,9/12/12,Aubagio,teriflunomide,teriflunomide,,,,,,,,,,
,Bosulif,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bosulif (bosutinib) is a kinase inhibitor indicated for the treatment of adult patients with chronic, accelerated, or blast phase Ph+ chronic myelogenous leukemia (CML). ",Pfizer Inc.,Chronic Myelogenous Leukemia,4-Sep-12,9/4/12,Bosulif,bosutinib,bosutinib,,,,,,,,,,
,Xtandi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Xtandi (enzalutamide) is an androgen receptor inhibitor indicated for the treatment of patients with castration-resistant prostate cancer, and metastatic castration-sensitive prostate cancer.",Astellas Pharma Inc.,Prostate Cancer,31-Aug-12,8/31/12,Xtandi,enzalutamide,enzalutamide,,,,,,,,,,
,Linzess,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Linzess (linaclotide) is a guanylate cyclase-C agonist indicated in adults for treatment of irritable bowel syndrome with constipation (IBS-C) and chronic idiopathic constipation (CIC).,"Allergan, Inc.","Irritable Bowel Syndrome, Constipation -- Chronic",30-Aug-12,8/30/12,Linzess,linaclotide,linaclotide,,,,,,,,,,
,Granix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Granix (tbo-filgrastim) is a leukocyte growth factor indicated for the reduction in the duration of severe neutropenia in patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs.,Teva Pharmaceutical Industries Ltd.,Neutropenia Associated with Chemotherapy,29-Aug-12,8/29/12,Granix,tbo-filgrastim,tbo,,,,,,,,,,
,Stribild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Stribild (cobicistat, elvitegravir, emtricitabine and tenofovir) is a complete once-daily single tablet regimen for HIV-1 infection for treatment-naÃ¯ve adults. ","Gilead Sciences, Inc.",HIV Infection,27-Aug-12,8/27/12,Stribild,"cobicistat, elvitegravir, emtricitabine and tenofovir",cobicistat,,,,,,,,,,
,Auvi-Q,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,Auvi-Q (epinephrine injection) is a voice-guided epinephrine auto-injector for the emergency treatment of life-threatening allergic reactions in people who are at risk for or have a history of anaphylaxis.,Sanofi,"Anaphylaxis, Allergic Reaction",10-Aug-12,8/10/12,Auvi-Q,epinephrine injection,epinephrine,,,,,,,,,,
,Marqibo,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Marqibo (vincristine sulfate liposome injection) is a vinca alkaloid indicated for the treatment of adult patients with Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL).,Talon Therapeutics Inc.,Acute Lymphoblastic Leukemia,9-Aug-12,8/9/12,Marqibo,vincristine sulfate liposome injection,vincristine,,,,,,,,,,
,Zaltrap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zaltrap (ziv-aflibercept) is an angiogenesis inhibitor for the combination treatment of patients with metastatic colorectal cancer.,"Sanofi and Regeneron Pharmaceuticals, Inc.",Colorectal Cancer,3-Aug-12,8/3/12,Zaltrap,ziv-aflibercept,ziv,,,,,,,,,,
,Vascepa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vascepa (icosapent ethyl) is an ethyl ester of eicosapentaenoic acid (EPA) indicated as an adjunct to diet to reduce triglyceride levels in adult patients with severe hypertriglyceridemia, and as an adjunct to statin therapy to reduce the risk of of cardiovascular events.",Amarin Corporation plc,"Hypertriglyceridemia, Cardiovascular Risk Reduction",26-Jul-12,7/26/12,Vascepa,icosapent ethyl,icosapent,,,,,,,,,,
,Rayos,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rayos (prednisone) is a delayed release corticosteroid indicated as an anti-inflammatory or immunosuppressive agent to treat a broadrange of diseases including rheumatoid arthritis, polymyalgiarheumatica, psoriatic arthritis, ankylosing spondylitis, asthma and chronic obstructive pulmonary disease (COPD).","Horizon Pharma, Inc.","Rheumatoid Arthritis, Polymyalgia Rheumatica, Psoriatic Arthritis, Ankylosing Spondylitis, Asthma, Chronic Obstructive Pulmonary Disease",26-Jul-12,7/26/12,Rayos,prednisone,prednisone,,,,,,,,,,
,Tudorza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tudorza Pressair (aclidinium bromide inhalation powder) is an anticholinergic indicated for the long-term maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema. ","Allergan, Inc.",Chronic Obstructive Pulmonary Disease,23-Jul-12,7/23/12,Tudorza,aclidinium bromide inhalation powder,aclidinium,,,,,,,,,,
,Kyprolis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Kyprolis (carfilzomib) is a proteasome inhibitor indicated for the treatment of patients with multiple myeloma.,Amgen Inc.,Multiple Myeloma,20-Jul-12,7/20/12,Kyprolis,carfilzomib,carfilzomib,,,,,,,,,,
,Qsymia,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qsymia (phentermine and topiramate) is a combination of phentermine, a sympathomimetic amine anorectic, and topiramate extended-release, an antiepileptic drug, indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management in adults.","Vivus, Inc.",Obesity,17-Jul-12,7/17/12,Qsymia,phentermine and topiramate,phentermine,,,,,,,,,,
,Prepopik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prepopik (sodium picosulfate, magnesium oxide and citric acid) is a stimulant laxative and osmotic laxative combination indicated for cleansing of the colon as a preparation for colonoscopy in adults.",Ferring Pharmaceuticals,Bowel Preparation,16-Jul-12,7/16/12,Prepopik,"sodium picosulfate, magnesium oxide and citric acid",sodium,,,,,,,,,,
,Myrbetriq,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Myrbetriq (mirabegron) is a beta-3 adrenergic agonist indicated for the treatment of overactive bladder (OAB) with symptoms of urge urinary incontinence, urgency, and urinary frequency.",Astellas Pharma Inc.,Overactive Bladder,28-Jun-12,6/28/12,Myrbetriq,mirabegron,mirabegron,,,,,,,,,,
,Belviq,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Belviq (lorcaserin) is a serotonin 2C receptor agonist indicated for chronic weight management in adults who are obese, or overweight and who have at least one weight-related condition such as high blood pressure, type 2 diabetes, or high cholesterol.","Arena Pharmaceuticals, Inc.",Obesity,27-Jun-12,6/27/12,Belviq,lorcaserin,lorcaserin,,,,,,,,,,
,MenHibrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MenHibrix (Hib-MenCY-TT) is a combination vaccine for the active immunization of infants and young children 6 weeks through 18 months of age for the prevention of invasive diseases caused by Neisseria meningitidis serogroups C and Y and Haemophilus influenzae type b (Hib).,GlaxoSmithKline,"Haemophilus influenzae Prophylaxis, Meningococcal Meningitis Prophylaxis",14-Jun-12,6/14/12,MenHibrix,Hib-MenCY-TT,Hib,,,,,,,,,,
,Perjeta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Perjeta (pertuzumab) is a humanized monoclonal antibody indicated for the treatment of HER2-positive breast cancer.,Genentech,Breast Cancer,8-Jun-12,6/8/12,Perjeta,pertuzumab,pertuzumab,,,,,,,,,,
,Pertzye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pertzye (pancrelipase) is a combination of porcine-derived lipases, proteases, and amylases indicated for the treatment of exocrine pancreatic insufficiency due to cystic fibrosis or other conditions. ","Digestive Care, Inc.",Pancreatic Exocrine Dysfunction,17-May-12,5/17/12,Pertzye,pancrelipase,pancrelipase,,,,,,,,,,
,Fabior,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fabior (tazarotene) Foam is a retinoid indicated for the topical treatment of acne vulgaris.,"Stiefel Laboratories, Inc.",Acne,11-May-12,5/11/12,Fabior,tazarotene,tazarotene,,,,,,,,,,
,Elelyso,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elelyso (taliglucerase alfa) is a plant-cell expressed recombinant form of glucocerebrosidase for the treatment of Gaucher disease.,"Protalix BioTherapeutics, Inc.",Gaucher Disease,1-May-12,5/1/12,Elelyso,taliglucerase alfa,taliglucerase,,,,,,,,,,
,Fuzeon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fuzeon (enfuvirtide) is a fusion inhibitor used in combination with othermedicines to treat HIV infection.",Roche,HIV Infection,13-Mar-03,3/13/03,,enfuvirtide,enfuvirtide,,,,,,,,,,
,Femring,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Femring (estradiol acetate) is a vaginal estrogen product in the form of a flexible,self-inserted ring. Femring is indicated to treat both the hot flushes and vaginal symptoms associated with menopause.",Galen Ltd,Postmenopausal Symptoms,20-Mar-03,3/20/03,,estradiol acetate,estradiol,,,,,,,,,,
,Somavert,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Somavert (pegvisomant) is a growth hormone receptor antagonist indicated for thetreatment of acromegaly.",Pharmacia and Upjohn,Acromegaly,25-Mar-03,3/25/03,,pegvisomant,pegvisomant,,,,,,,,,,
,Emend,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Emend (aprepitant) is a substance P/neurokinin 1 (NK1) receptor antagonist used in combination with other antiemetic agents to prevent and control acute and delayed nausea and vomiting associated with chemotherapy.,Merck,Nausea/Vomiting -- Chemotherapy Induced,27-Mar-03,3/27/03,,aprepitant,aprepitant,,,,,,,,,,
,Ribasphere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ribasphere (ribavirin) is a nucleoside analogue indicated in combination with peginterferon alfa-2a for thetreatment of adults with chronic hepatitis C virus infection.","Three Rivers Pharmaceuticals, LLC",Chronic Hepatitis C,6-Apr-04,4/6/04,,ribavirin,ribavirin,,,,,,,,,,
,ChiRhoStim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ChiRhoStim is indicated for use in diagnostic procedures.,"ChiRhoClin, Inc.",Diagnostic,9-Apr-04,4/9/04,,NA,NA,,,,,,,,,,
,Apidra,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apidra (insulin glulisine) is a rapid-acting recombinant DNA human insulin analogue used for the control of hyperglycemia in patients with diabetes mellitus.,Aventis Pharmaceuticals Inc.,"Diabetes Type 1, Diabetes Type 2",16-Apr-04,4/16/04,,insulin glulisine,insulin,,,,,,,,,,
,Apokyn,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Apokyn (apomorphine) is a non-ergoline dopamine agonist indicated for the acute, intermittent treatment of hypomobility, ""off"" episodes (""end-of-dose wearingoff"" and unpredictable ""on/off"" episodes) associated with advancedParkinsonâ€™s disease.",Bertek Pharmaceuticals,Parkinson's Disease,20-Apr-04,4/20/04,,apomorphine,apomorphine,,,,,,,,,,
,Fortamet,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fortamet (metformin) is an extended-release antihyperglycemic for the treatment of type2 diabetes.",Andrx Corporation,Diabetes Type 2,28-Apr-04,4/28/04,,metformin,metformin,,,,,,,,,,
,Vaccinia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vaccinia Immune Globulin Intravenous (Human) (VIGIV) indicated for the treatment of complications from smallpox vaccination,DynPort Vaccine Company LLC,Smallpox Vaccine Reaction,2-May-05,5/2/05,,Human,Human,,,,,,,,,,
,Gammagard Liquid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gammagard (immune globulin infusion (human)) is an immune globulin infusion (human) indicated as replacement therapy for primary humoral immunodeficiency (PI) in adult and pediatric patients two years of age or older.",Baxter Healthcare Corporation,Primary Immunodeficiency Syndrome,2-May-05,5/2/05,,human,human,,,,,,,,,,
,Boostrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boostrix is a combination vaccine that provides a booster immunization against pertussis (whooping cough) in combination with tetanus and diphtheria. ,GlaxoSmithKline Biologicals,"Diphtheria Prophylaxis, Tetanus Prophylaxis, Pertussis Prophylaxis",3-May-05,5/3/05,,whooping cough,whooping,,,,,,,,,,
,Triglide,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Triglide (fenofibrate) is a lipid-regulating agent for the treatment of hypercholesterolemia and hypertriglyceridemia.,SkyePharma PLC,"Hyperlipoproteinemia, Hyperlipoproteinemia Type IIa (Elevated LDL), Hyperlipoproteinemia Type IIb (Elevated LDL + VLDL), Hyperlipoproteinemia Type IV (Elevated VLDL), Hyperlipoproteinemia Type V (Elevated Chylomicrons + VLDL), Hypertriglyceridemia",7-May-05,5/7/05,,fenofibrate,fenofibrate,,,,,,,,,,
,Proquin XR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Proquin XR (ciprofloxacin) is an extended release fluoroquinolone antibiotic indicated for the treatment of urinary tract infections.,"Depomed, Inc.",Urinary Tract Infection,19-May-05,5/19/05,,ciprofloxacin,ciprofloxacin,,,,,,,,,,
,Focalin XR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Focalin XR (dexmethylphenidate) is a once-daily extended-release form of Focalinindicated for the treatment of Attention-Deficit/HyperactivityDisorder (ADHD) in adults, adolescents and children.",Novartis Pharmaceuticals Corporation,Attention Deficit Disorder,26-May-05,5/26/05,,dexmethylphenidate,dexmethylphenidate,,,,,,,,,,
,Naglazyme,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Naglazyme (galsulfase) is an enzyme-replacement therapy fortreatment of mucopolysaccharidosis VI (MPS VI), an inherited,life-threatening lysosomal storage disorder caused by a deficiencyof the lysosomal enzyme N-acetylgalactosamine 4-sulfatase (alsoknown as arylsulfatase B).",BioMarin Pharmaceutical Inc.,Mucopolysaccharidosis Type VI,31-May-05,5/31/05,,galsulfase,galsulfase,,,,,,,,,,
,Orapred ODT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orapred ODT is an orally disintegrating tablet formulation of prednisolone, used to treat exacerbations of asthma and other inflammatory diseases and conditions in children. Orapred ODT tablets are grape flavored and can be swallowed whole or allowed to dissolve in the mouth, with or without the assistance of water.","BioMarin Pharmaceutical Inc./Alliant Pharmaceuticals, Inc.",Asthma -- Acute,1-Jun-06,6/1/06,,NA,NA,,,,,,,,,,
,Juvederm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JuvÃ©derm is a hyaluronic acid dermal filler indicated for the correction of facial wrinkles and folds.,"Allergan, Inc.",Facial Rejuvenation,2-Jun-06,6/2/06,,NA,NA,,,,,,,,,,
,Gardasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In December 2014, the FDA announced the approval of Gardasil 9  for the prevention of cervical, vulvar, vaginal, and anal cancers caused by HPV types 6, 11, 16, 18, 31, 33, 45, 52 and 58. Gardasil 9 adds protection against five additional HPV types - 31, 33, 45, 52 and 58 - which cause approximately 20 percent of cervical cancers.","Merck & Co., Inc.",Human Papillomavirus Prophylaxis,8-Jun-06,6/8/06,,NA,NA,,,,,,,,,,
